Row Labels	Day 5- 23C (Silo 9)	Day 5- 29C (Silo 8)	Day 8- 23C (Silo 9)	Day 8- 29C (Silo 8)
Grand Total	4.44941E+12	9.80015E+12	6.5829E+12	9.77579E+12
CGI_10018876	2.12271E+11	4.33454E+11	3.04729E+11	4.40127E+11
CGI_10022729	2.12395E+11	4.23051E+11	3.02203E+11	4.31278E+11	K1QWP8	K1QWP8_CRAGI	unreviewed	Actin-2	CGI_10022729	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	376
CGI_10024545	512663195	2094637888	1093378977	2309530763	K1R8I8	K1R8I8_CRAGI	unreviewed	Acetyltransferase component of pyruvate dehydrogenase complex (EC 2.3.1.12)	CGI_10024545	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	484	GO:0005759
CGI_10024545	512663195	2094637888	1093378977	2309530763	K1R8I8	K1R8I8_CRAGI	unreviewed	Acetyltransferase component of pyruvate dehydrogenase complex (EC 2.3.1.12)	CGI_10024545	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	484	GO:0006090
CGI_10024545	512663195	2094637888	1093378977	2309530763	K1R8I8	K1R8I8_CRAGI	unreviewed	Acetyltransferase component of pyruvate dehydrogenase complex (EC 2.3.1.12)	CGI_10024545	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	484	GO:0045254
CGI_10016812	808444319	2074666574	1460837704	1627791954	K1R044	K1R044_CRAGI	unreviewed	Ras-related protein Rab-9A	CGI_10016812	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	205	GO:0005525
CGI_10016812	808444319	2074666574	1460837704	1627791954	K1R044	K1R044_CRAGI	unreviewed	Ras-related protein Rab-9A	CGI_10016812	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	205	GO:0005622
CGI_10016812	808444319	2074666574	1460837704	1627791954	K1R044	K1R044_CRAGI	unreviewed	Ras-related protein Rab-9A	CGI_10016812	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	205	GO:0007264
CGI_10012339	711813177	2286095283	974812935	1979385914
CGI_10011934	728165516	2257805728	1241364968	1722754905	K1Q1I3	K1Q1I3_CRAGI	unreviewed	"Ornithine aminotransferase, mitochondrial"	CGI_10011934	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	432	GO:0008483
CGI_10011934	728165516	2257805728	1241364968	1722754905	K1Q1I3	K1Q1I3_CRAGI	unreviewed	"Ornithine aminotransferase, mitochondrial"	CGI_10011934	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	432	GO:0030170
CGI_10010028	555629670	2110278702	822677518	2433576594	K1QTB9	K1QTB9_CRAGI	unreviewed	Tektin-3	CGI_10010028	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	468
CGI_10007134	750453054	2013974874	1267031484	1876185680
CGI_10021957	942781730	1824844748	1573400908	1562605337
CGI_10021754	844279872	1569001808	1126820731	2325448747	K1RUK6	K1RUK6_CRAGI	unreviewed	Calcium-regulated heat stable protein 1	CGI_10021754	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	152	GO:0003677
CGI_10021754	844279872	1569001808	1126820731	2325448747	K1RUK6	K1RUK6_CRAGI	unreviewed	Calcium-regulated heat stable protein 1	CGI_10021754	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	152	GO:0006355
CGI_10009651	957845287	1972264187	1394479051	1540834022	K1QCB0	K1QCB0_CRAGI	unreviewed	40S ribosomal protein S5	CGI_10009651	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	128	GO:0003735
CGI_10009651	957845287	1972264187	1394479051	1540834022	K1QCB0	K1QCB0_CRAGI	unreviewed	40S ribosomal protein S5	CGI_10009651	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	128	GO:0006412
CGI_10009651	957845287	1972264187	1394479051	1540834022	K1QCB0	K1QCB0_CRAGI	unreviewed	40S ribosomal protein S5	CGI_10009651	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	128	GO:0015935
CGI_10020973	347855857	1985334806	1108402173	2407460167
CGI_10021563	339089083	2596088410	1028631698	1871182336	K1RBJ3	K1RBJ3_CRAGI	unreviewed	DnaJ-like protein subfamily C member 13	CGI_10021563	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	2462
CGI_10000078	678272733	2165403075	1050269388	1934650023	K1P8P8	K1P8P8_CRAGI	unreviewed	Fructose-bisphosphate aldolase	CGI_10000078	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	131	GO:0004332
CGI_10000078	678272733	2165403075	1050269388	1934650023	K1P8P8	K1P8P8_CRAGI	unreviewed	Fructose-bisphosphate aldolase	CGI_10000078	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	131	GO:0006096
CGI_10015118	447562968	1990458964	1389951533	1970700450	K1RLC5	K1RLC5_CRAGI	unreviewed	T-complex protein 1 subunit epsilon	CGI_10015118	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	678	GO:0005524
CGI_10015118	447562968	1990458964	1389951533	1970700450	K1RLC5	K1RLC5_CRAGI	unreviewed	T-complex protein 1 subunit epsilon	CGI_10015118	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	678	GO:0005737
CGI_10015118	447562968	1990458964	1389951533	1970700450	K1RLC5	K1RLC5_CRAGI	unreviewed	T-complex protein 1 subunit epsilon	CGI_10015118	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	678	GO:0006457
CGI_10027722	806047132	1896416427	849216264	2239189383	K1Q3F4	K1Q3F4_CRAGI	unreviewed	Inorganic pyrophosphatase	CGI_10027722	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	426	GO:0000287
CGI_10027722	806047132	1896416427	849216264	2239189383	K1Q3F4	K1Q3F4_CRAGI	unreviewed	Inorganic pyrophosphatase	CGI_10027722	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	426	GO:0004427
CGI_10027722	806047132	1896416427	849216264	2239189383	K1Q3F4	K1Q3F4_CRAGI	unreviewed	Inorganic pyrophosphatase	CGI_10027722	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	426	GO:0005737
CGI_10027722	806047132	1896416427	849216264	2239189383	K1Q3F4	K1Q3F4_CRAGI	unreviewed	Inorganic pyrophosphatase	CGI_10027722	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	426	GO:0006796
CGI_10003981	694680943	917104461	1476642171	2695682335	K1R1V5	K1R1V5_CRAGI	unreviewed	"Cytochrome c oxidase subunit 5B, mitochondrial"	CGI_10003981	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	156	GO:0004129
CGI_10003981	694680943	917104461	1476642171	2695682335	K1R1V5	K1R1V5_CRAGI	unreviewed	"Cytochrome c oxidase subunit 5B, mitochondrial"	CGI_10003981	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	156	GO:0005740
CGI_10014208	658523366	1921047364	1155072912	2004758435	K1RGF4	K1RGF4_CRAGI	unreviewed	Alanine aminotransferase 2	CGI_10014208	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	464	GO:0008483
CGI_10014208	658523366	1921047364	1155072912	2004758435	K1RGF4	K1RGF4_CRAGI	unreviewed	Alanine aminotransferase 2	CGI_10014208	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	464	GO:0009058
CGI_10014208	658523366	1921047364	1155072912	2004758435	K1RGF4	K1RGF4_CRAGI	unreviewed	Alanine aminotransferase 2	CGI_10014208	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	464	GO:0030170
CGI_10024342	541404765	2111111400	1107496034	1972468882	K1QQ16	K1QQ16_CRAGI	unreviewed	AP complex subunit beta	CGI_10024342	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	931	GO:0006886
CGI_10024342	541404765	2111111400	1107496034	1972468882	K1QQ16	K1QQ16_CRAGI	unreviewed	AP complex subunit beta	CGI_10024342	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	931	GO:0008565
CGI_10024342	541404765	2111111400	1107496034	1972468882	K1QQ16	K1QQ16_CRAGI	unreviewed	AP complex subunit beta	CGI_10024342	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	931	GO:0016192
CGI_10024342	541404765	2111111400	1107496034	1972468882	K1QQ16	K1QQ16_CRAGI	unreviewed	AP complex subunit beta	CGI_10024342	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	931	GO:0030131
CGI_10011964	830038898	1621362137	1298922609	1919896172	K1PI02	K1PI02_CRAGI	unreviewed	Talin-1	CGI_10011964	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	919	GO:0001726
CGI_10011964	830038898	1621362137	1298922609	1919896172	K1PI02	K1PI02_CRAGI	unreviewed	Talin-1	CGI_10011964	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	919	GO:0005200
CGI_10011964	830038898	1621362137	1298922609	1919896172	K1PI02	K1PI02_CRAGI	unreviewed	Talin-1	CGI_10011964	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	919	GO:0005856
CGI_10011964	830038898	1621362137	1298922609	1919896172	K1PI02	K1PI02_CRAGI	unreviewed	Talin-1	CGI_10011964	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	919	GO:0005925
CGI_10011964	830038898	1621362137	1298922609	1919896172	K1PI02	K1PI02_CRAGI	unreviewed	Talin-1	CGI_10011964	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	919	GO:0007016
CGI_10028775	682814441	1934455177	1159564521	1887529923
CGI_10008493	963428576	2148195316	983924404	1537957242	K1PD36	K1PD36_CRAGI	unreviewed	Ubiquitin	CGI_10008493	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	128	GO:0003735
CGI_10008493	963428576	2148195316	983924404	1537957242	K1PD36	K1PD36_CRAGI	unreviewed	Ubiquitin	CGI_10008493	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	128	GO:0005840
CGI_10008493	963428576	2148195316	983924404	1537957242	K1PD36	K1PD36_CRAGI	unreviewed	Ubiquitin	CGI_10008493	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	128	GO:0006412
CGI_10022642	503851125	2383255235	709657770	2035790018	K1Q1Q9	K1Q1Q9_CRAGI	unreviewed	"Alpha-aminoadipic semialdehyde synthase, mitochondrial"	CGI_10022642	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	906	GO:0016491
CGI_10026868	519646467	1902031016	1248542652	1927326569	K1R266	K1R266_CRAGI	unreviewed	Retinal dehydrogenase 1	CGI_10026868	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	572	GO:0016620
CGI_10024132	1079466838	1558100634	1387734887	1571520019	K1PX23	K1PX23_CRAGI	unreviewed	Eukaryotic peptide chain release factor subunit 1	CGI_10024132	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	443	GO:0005737
CGI_10024132	1079466838	1558100634	1387734887	1571520019	K1PX23	K1PX23_CRAGI	unreviewed	Eukaryotic peptide chain release factor subunit 1	CGI_10024132	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	443	GO:0016149
CGI_10003886	934968007	1742073972	1127156559	1784763964	K1PCA0	K1PCA0_CRAGI	unreviewed	Septin-7	CGI_10003886	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	624	GO:0005525
CGI_10003886	934968007	1742073972	1127156559	1784763964	K1PCA0	K1PCA0_CRAGI	unreviewed	Septin-7	CGI_10003886	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	624	GO:0031105
CGI_10002160	490828588	2255457080	1071827570	1767362875	K1PF60	K1PF60_CRAGI	unreviewed	"3-ketoacyl-CoA thiolase, mitochondrial"	CGI_10002160	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	404	GO:0008152
CGI_10002160	490828588	2255457080	1071827570	1767362875	K1PF60	K1PF60_CRAGI	unreviewed	"3-ketoacyl-CoA thiolase, mitochondrial"	CGI_10002160	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	404	GO:0016747
CGI_10013115	547763641	1601788163	1551533208	1862052910	K1Q4I9	K1Q4I9_CRAGI	unreviewed	D-3-phosphoglycerate dehydrogenase (Fragment)	CGI_10013115	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	496	GO:0016616
CGI_10013115	547763641	1601788163	1551533208	1862052910	K1Q4I9	K1Q4I9_CRAGI	unreviewed	D-3-phosphoglycerate dehydrogenase (Fragment)	CGI_10013115	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	496	GO:0051287
CGI_10018366	580307458	2117853210	892026657	1958043704
CGI_10008850	584409943	2071569557	548508020	2340646048	K1PH89	K1PH89_CRAGI	unreviewed	Calumenin	CGI_10008850	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	406	GO:0005509
CGI_10024931	639302781	1700853209	1274507551	1909901919	K1QSU3	K1QSU3_CRAGI	unreviewed	Protein l(2)37Cc	CGI_10024931	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	201	GO:0016020
CGI_10010066	865678186	1863421656	1237887243	1523736137	K1RGB2	K1RGB2_CRAGI	unreviewed	Phosphoenolpyruvate carboxykinase [GTP]	CGI_10010066	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	148	GO:0004611
CGI_10010066	865678186	1863421656	1237887243	1523736137	K1RGB2	K1RGB2_CRAGI	unreviewed	Phosphoenolpyruvate carboxykinase [GTP]	CGI_10010066	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	148	GO:0005525
CGI_10010066	865678186	1863421656	1237887243	1523736137	K1RGB2	K1RGB2_CRAGI	unreviewed	Phosphoenolpyruvate carboxykinase [GTP]	CGI_10010066	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	148	GO:0006094
CGI_10010066	865678186	1863421656	1237887243	1523736137	K1RGB2	K1RGB2_CRAGI	unreviewed	Phosphoenolpyruvate carboxykinase [GTP]	CGI_10010066	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	148	GO:0016301
CGI_10009093	411568386	2257590574	843414369	1969968246	K1RA95	K1RA95_CRAGI	unreviewed	Filamin-A	CGI_10009093	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	847
CGI_10012828	728161487	2010974056	1179657977	1559079449	K1Q3Y7	K1Q3Y7_CRAGI	unreviewed	"Ornithine aminotransferase, mitochondrial"	CGI_10012828	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	327	GO:0008483
CGI_10012828	728161487	2010974056	1179657977	1559079449	K1Q3Y7	K1Q3Y7_CRAGI	unreviewed	"Ornithine aminotransferase, mitochondrial"	CGI_10012828	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	327	GO:0030170
CGI_10004395	969126140	1664734980	1310233859	1524113101	K1PXN5	K1PXN5_CRAGI	unreviewed	T-complex protein 1 subunit zeta	CGI_10004395	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	531	GO:0005524
CGI_10004395	969126140	1664734980	1310233859	1524113101	K1PXN5	K1PXN5_CRAGI	unreviewed	T-complex protein 1 subunit zeta	CGI_10004395	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	531	GO:0005737
CGI_10004395	969126140	1664734980	1310233859	1524113101	K1PXN5	K1PXN5_CRAGI	unreviewed	T-complex protein 1 subunit zeta	CGI_10004395	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	531	GO:0006457
CGI_10013578	1245963019	1592259938	1591360743	1022971277	D7EZH1	D7EZH1_CRAGI	unreviewed	Cystatin B-like protein (Cystatin-B)	CGI_10013578	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	97	GO:0004869
CGI_10013578	1245963019	1592259938	1591360743	1022971277	D7EZH1	D7EZH1_CRAGI	unreviewed	Cystatin B-like protein (Cystatin-B)	CGI_10013578	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	97	GO:0005622
CGI_10022032	530618384	1721895888	1261083956	1922265367
CGI_10015594	1005885894	1687424469	1287425157	1445794342	K1PMT6	K1PMT6_CRAGI	unreviewed	Heterogeneous nuclear ribonucleoprotein U-like protein 1	CGI_10015594	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	754	GO:0019013
CGI_10015594	1005885894	1687424469	1287425157	1445794342	K1PMT6	K1PMT6_CRAGI	unreviewed	Heterogeneous nuclear ribonucleoprotein U-like protein 1	CGI_10015594	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	754	GO:0030529
CGI_10010936	758622240	1457606816	1424594544	1777647799	K1QTN5	K1QTN5_CRAGI	unreviewed	Collagen alpha-1(XIV) chain	CGI_10010936	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	725	GO:0005576
CGI_10010936	758622240	1457606816	1424594544	1777647799	K1QTN5	K1QTN5_CRAGI	unreviewed	Collagen alpha-1(XIV) chain	CGI_10010936	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	725	GO:0005581
CGI_10010936	758622240	1457606816	1424594544	1777647799	K1QTN5	K1QTN5_CRAGI	unreviewed	Collagen alpha-1(XIV) chain	CGI_10010936	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	725	GO:0006030
CGI_10010936	758622240	1457606816	1424594544	1777647799	K1QTN5	K1QTN5_CRAGI	unreviewed	Collagen alpha-1(XIV) chain	CGI_10010936	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	725	GO:0008061
CGI_10027501	312458205	2157401469	857678314	2083245267	K1RNG6	K1RNG6_CRAGI	unreviewed	Serine--pyruvate aminotransferase (EC 2.6.1.44) (EC 2.6.1.51) (Alanine--glyoxylate aminotransferase)	CGI_10027501	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	392	GO:0004760
CGI_10027501	312458205	2157401469	857678314	2083245267	K1RNG6	K1RNG6_CRAGI	unreviewed	Serine--pyruvate aminotransferase (EC 2.6.1.44) (EC 2.6.1.51) (Alanine--glyoxylate aminotransferase)	CGI_10027501	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	392	GO:0008453
CGI_10020147	614187933	1610354676	1050402212	2129360547	K1S1S1	K1S1S1_CRAGI	unreviewed	Insulin-like growth factor 2 mRNA-binding protein 1	CGI_10020147	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	416	GO:0003723
CGI_10023704	423903268	3028714389	1084561403	857524614	K1RFT6	K1RFT6_CRAGI	unreviewed	Polyamine-modulated factor 1-binding protein 1	CGI_10023704	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	2224
CGI_10013959	652759424	1805496290	1008364222	1906559133
CGI_10015425	830075815	1718341351	1175307311	1637593759	K1QEH1	K1QEH1_CRAGI	unreviewed	Glutamine synthetase (EC 6.3.1.2)	CGI_10015425	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	390	GO:0004356
CGI_10015425	830075815	1718341351	1175307311	1637593759	K1QEH1	K1QEH1_CRAGI	unreviewed	Glutamine synthetase (EC 6.3.1.2)	CGI_10015425	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	390	GO:0005524
CGI_10015425	830075815	1718341351	1175307311	1637593759	K1QEH1	K1QEH1_CRAGI	unreviewed	Glutamine synthetase (EC 6.3.1.2)	CGI_10015425	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	390	GO:0006542
CGI_10012951	1073654432	1347452468	1557165912	1341109303	K1R0K2	K1R0K2_CRAGI	unreviewed	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 7	CGI_10012951	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	106	GO:0005743
CGI_10012951	1073654432	1347452468	1557165912	1341109303	K1R0K2	K1R0K2_CRAGI	unreviewed	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 7	CGI_10012951	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	106	GO:0008137
CGI_10012951	1073654432	1347452468	1557165912	1341109303	K1R0K2	K1R0K2_CRAGI	unreviewed	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 7	CGI_10012951	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	106	GO:0042773
CGI_10007699	333426392	2158199060	702111253	2122482777	K1PLM3	K1PLM3_CRAGI	unreviewed	"Hydroxyacyl-coenzyme A dehydrogenase, mitochondrial"	CGI_10007699	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	309	GO:0003857
CGI_10007699	333426392	2158199060	702111253	2122482777	K1PLM3	K1PLM3_CRAGI	unreviewed	"Hydroxyacyl-coenzyme A dehydrogenase, mitochondrial"	CGI_10007699	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	309	GO:0006631
CGI_10007699	333426392	2158199060	702111253	2122482777	K1PLM3	K1PLM3_CRAGI	unreviewed	"Hydroxyacyl-coenzyme A dehydrogenase, mitochondrial"	CGI_10007699	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	309	GO:0070403
CGI_10015025	854828776	1942833130	868038628	1632654859	K1PGZ1	K1PGZ1_CRAGI	unreviewed	Uncharacterized protein	CGI_10015025	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	1074	GO:0007099
CGI_10015025	854828776	1942833130	868038628	1632654859	K1PGZ1	K1PGZ1_CRAGI	unreviewed	Uncharacterized protein	CGI_10015025	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	1074	GO:0010457
CGI_10006964	1134893660	1605305299	1232427299	1296140676	K1PS13	K1PS13_CRAGI	unreviewed	Coatomer subunit beta (Fragment)	CGI_10006964	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	513	GO:0005198
CGI_10006964	1134893660	1605305299	1232427299	1296140676	K1PS13	K1PS13_CRAGI	unreviewed	Coatomer subunit beta (Fragment)	CGI_10006964	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	513	GO:0006886
CGI_10006964	1134893660	1605305299	1232427299	1296140676	K1PS13	K1PS13_CRAGI	unreviewed	Coatomer subunit beta (Fragment)	CGI_10006964	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	513	GO:0016192
CGI_10006964	1134893660	1605305299	1232427299	1296140676	K1PS13	K1PS13_CRAGI	unreviewed	Coatomer subunit beta (Fragment)	CGI_10006964	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	513	GO:0030117
CGI_10025561	674710723	1419308068	1300803777	1868758199	K1RTR1	K1RTR1_CRAGI	unreviewed	ATP-citrate synthase (EC 2.3.3.8) (ATP-citrate (pro-S-)-lyase) (Citrate cleavage enzyme)	CGI_10025561	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	1116	GO:0003878
CGI_10025561	674710723	1419308068	1300803777	1868758199	K1RTR1	K1RTR1_CRAGI	unreviewed	ATP-citrate synthase (EC 2.3.3.8) (ATP-citrate (pro-S-)-lyase) (Citrate cleavage enzyme)	CGI_10025561	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	1116	GO:0005524
CGI_10025561	674710723	1419308068	1300803777	1868758199	K1RTR1	K1RTR1_CRAGI	unreviewed	ATP-citrate synthase (EC 2.3.3.8) (ATP-citrate (pro-S-)-lyase) (Citrate cleavage enzyme)	CGI_10025561	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	1116	GO:0005737
CGI_10025561	674710723	1419308068	1300803777	1868758199	K1RTR1	K1RTR1_CRAGI	unreviewed	ATP-citrate synthase (EC 2.3.3.8) (ATP-citrate (pro-S-)-lyase) (Citrate cleavage enzyme)	CGI_10025561	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	1116	GO:0006085
CGI_10025561	674710723	1419308068	1300803777	1868758199	K1RTR1	K1RTR1_CRAGI	unreviewed	ATP-citrate synthase (EC 2.3.3.8) (ATP-citrate (pro-S-)-lyase) (Citrate cleavage enzyme)	CGI_10025561	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	1116	GO:0006101
CGI_10025561	674710723	1419308068	1300803777	1868758199	K1RTR1	K1RTR1_CRAGI	unreviewed	ATP-citrate synthase (EC 2.3.3.8) (ATP-citrate (pro-S-)-lyase) (Citrate cleavage enzyme)	CGI_10025561	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	1116	GO:0006629
CGI_10025561	674710723	1419308068	1300803777	1868758199	K1RTR1	K1RTR1_CRAGI	unreviewed	ATP-citrate synthase (EC 2.3.3.8) (ATP-citrate (pro-S-)-lyase) (Citrate cleavage enzyme)	CGI_10025561	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	1116	GO:0046872
